,ID GS1,Clacom,Nombre Clacom,Nombre GS1,
,10003925,102060102,BLOQUE VIDRIO TRANSPARENTE OTROS TAMANOS, Bloques de cristal (Sistemas de cuadrículas),
,10003925,102060103,BLOQUE VIDRIO PARA PISOS, Bloques de cristal (Sistemas de cuadrículas),
,10003925,102060104,BLOQUE VIDRIO MURO DISENOS, Bloques de cristal (Sistemas de cuadrículas),
,,1020602,LAD. DE VIDRIO DE COLOR,,
,10003925,102060201,BLOQUE VIDRIO COLOR 19X19, Bloques de cristal (Sistemas de cuadrículas),
,10003925,102060202,BLOQUE VIDRIO COLOR OTROS TAMANOS, Bloques de cristal (Sistemas de cuadrículas),
,,1020603,VIDRIOS,,
,10002584,102060301,VIDRIOS PRE, Cristal,
,10002584,102060302,DOBLE, Cristal,
,10002584,102060303,TRIPLE, Cristal,
,10002584,102060304,CATEDRAL, Cristal,
,10002584,102060305,CRISTAL, Cristal,
,10002584,102060306,ESPEJO, Cristal,
,10005292,102060307,COMPLEMENTOS (MASILLA,CINTA),
,10005292,102060308,ACRILICOS, Piezas/accesorios para ventanas – Otros,
,,1020604,ACCESORIOS,,
,10003926,102060401,ACCESORIOS, Añadidos de cristal decorativos,
,10003925,102060402,DISTANCIADORES, Bloques de cristal (Sistemas de cuadrículas),
,10003207,102060403,ADHESIVO, Pegamento/adhesivo,
,,10207,TOLDOS Y ALEROS,,
,,1020701,TOLDOS ADOSABLES,,
,10003321,102070101,COMUN ADOSABLE, Cubiertas/lonas (jardín/césped),
,10003321,102070102,COCHE, Cubiertas/lonas (jardín/césped),
,10003321,102070103,VERTICAL, Cubiertas/lonas (jardín/césped),
,10003321,102070104,DIVISOR, Cubiertas/lonas (jardín/césped),
,,1020702,ALEROS,,
,10003321,102070201,ALERO ALUMINIO, Cubiertas/lonas (jardín/césped),
,10003321,102070202,ALERO ACRILICO, Cubiertas/lonas (jardín/césped),
,10003321,102070203,ALERO POLICARBONATO, Cubiertas/lonas (jardín/césped),
,10003321,102070204,ALERO PREMIUM, Cubiertas/lonas (jardín/césped),
,,10250,INSTALACIONES Y VTA DIRECTA,,
,,1025007,PRODUCTO VENTA DIRECTA,,
,,102500701,VENTA DIRECTA R.CONJUNTA,,
,,1025010,INST PUERTAS,,
,,102501001,INST PUERTA INTERIOR,,
,,102501002,INST PUERTA ACCESO,,
,,102501003,INST PUERTA SEGURIDAD B3,,
,,102501004,INST PUERTA CLOSET,,
,,102501005,INST PUERTAS VE,,
,,102501006, INST PUERTA B3,,
,,1025011,INST VENTANAS,,
,,102501101,INST VENTANA MADERA,,
,,102501102,INST VENTANA ALUMINIO,,
,,102501103,INST VENTANA PVC B3,,
,,102501104,INST VENTANA TECHO,,
,,102501105,INST VENTANA ALUMINIO B3,,
,,102501106,INST MALLA SEGURIDAD B3,,
,,102501107,INST PERSIANA SEGURIDAD B3,,
,,102501108,INST VENTANAS VE,,
,,102501109,INS CIERRE CRISTAL TEMPLADO B3,,
,,102501110,INS VENTANA PVC,,
,,102501112,INST LAMINA VENTANA B3,,
,,102501111,INST LAMINA SEGURIDAD VE,,
,,1025012,INST ESCALERAS,,
,,102501201,INST ESCALERA ENTRETECHO,,
,,102501202,INST ESCALERA ENTRETECHO B3,,
,,1025013,INST BLOQUES VIDRIO,,
,,102501301,INST BLOQUES DE VIDRIO,,
,,1025014,INST TOLDOS,,
,,102501401,INST TOLDOS,,
,,1025030,SERVICIO DIMENSIONADO Y CORTE,,
,,102503001,SERVICIO DIMENSIONADO PUERTAS,,
,,103,FIERRO/HIERRO/ACERO,,
,,10301,FIERRO/HIERRO/ACERO,,
,,1030101,FIERRO HORMIGON/ACERO DE REFUERZO,,
,,103010101,FE HORMIGON BARRAS 6M/VARILLA CORRUGADA,,
,,103010102,FE HORMIGON BARRAS <gt/> 6M/VARILLA CORRUGADA,,
,,103010103,FE HORMIGON ROLLO/VARILLA EN ROLLO,,
,,103010104,FE HORMIGON CONFIGURADO/ACERO HABILITADO,,
,,103010105,ACCESORIOS FE,,
,,1030102,ARMADURAS HORMIGON / HORMIGON ARMADO,,
,10002534,103010201,COLUMNAS Y VIGAS / COLUMNAS Y TRAVES, Vigas – I,
,10003285,103010202,MALLAS ELECTROSOLDADAS, Vallas con alambres normales/de espino,
,10003821,103010203,ESCALERILLA, Escaleras,
,10003171,103010204,FLEJE / ESTRIBO / ANILLOS, Enganches (Acoplamientos/fijadores),
,10003289,103010205,OTRAS MALLAS / FIBRAS, Otras vallas para jardín/césped,
,,1030103,MALLAS GALVANIZADAS,,
,10003283,103010301,MALLAS GALVANIZADAS, Vallas eléctricas/vallas con radiofrecuencia,
,,1030106,BARRAS ACERO LAMINADO,,
,10002530,103010601,FIERRO REDONDO, Columnas (Estructurales),
,10002530,103010602,FIERRO CUADRADO, Columnas (Estructurales),
,10002530,103010603,FIERRO PLANO / PLATINA / SOLERA, Columnas (Estructurales),
,10002530,103010604,ANGULO PLANO, Columnas (Estructurales),
,,1030107,PLANCHAS Y BOBINAS DE ACERO /LAMINA Y BOBINAS,,
,10002686,103010701,PLANCHA LAMINADO FRIO / LAMINA LISA EN FRIO, Paneles/losas para techo,
,10002686,103010702,PLANCHA LAMINADO CALIENTE/LAMINA LISA EN CALIENTE, Paneles/losas para techo,
,10002686,103010703,PLANCHA ACERO DIAMANTADO / PLACA ANTIDERRAPANTE, Paneles/losas para techo,
,10002684,103010704,BOBINA LAMINADO FRIO / ALAMBRON, Techado en rollo,
,10002684,103010705,BOBINA LAMINADO CALIENTE, Techado en rollo,
,,10302,PERFILES HIERRO,,
,,1030201,PERFILES ABIERTOS,,
,10006902,103020101,PERFIL CANAL, Canal (canalones / drenaje),
,10003943,103020102,PERFIL ANGULO, Piezas/accesorios de componentes/acoplamientos estructurales,
,10002530,103020103,VIGAS / COLUMNAS, Columnas (Estructurales),
,10002534,103020104,PERFIL ENTREPISO, Vigas – I,
,10002534,103020105,PLACA COLABORANTE, Vigas – I,
,10002534,103020106,PERFIL PTA Y VTA, Vigas – I,
,,1030202,PERFILES CERRADOS,,
,10002534,103020201,PERFIL TUBO CUADRADO, Vigas – I,
,10002534,103020202,PERFIL TUBO RETANGULAR, Vigas – I,
,10002534,103020203,PERFIL TUBO REDONDO, Vigas – I,
,,1030203,PERFILES ESPECIALES,,
,10002534,103020301,PERFILES ESPECIALES, Vigas – I,
,,1030204,CANERIAS,,
,10004054,103020401,CANERIA NEGRA / TUBERIA SANITARIO, Cañerías/Tuberías,
,10004054,103020402,CANERIA GALVANIZADA / TUBERIA GALVANIZADA, Cañerías/Tuberías,
,,1030205,PERFILES CONST LIVIANA,,
,10002534,103020501,TECHO, Vigas – I,
,10002534,103020502,PARED / TABIQUE / CANAL DE CARGA, Vigas – I,
,10002534,103020503,ESTRUCTURAL / POSTE ESTRUCTURAL, Vigas – I,
,,10350,INSTALACIONES Y VTA DIRECTA,,
,,1035007,PRODUCTO VENTA DIRECTA,,
,,103500701,VENTA DIRECTA R. CONJUNTA,,
,,1035010,INST FIERRO,,
,,103501001,INST ESTRUCTURAS METALICAS B3,,
,,103501002,INST ESTRUCTURAS METALICAS VE,,
,,1035030,SERVICIOS DIMENSIONADO Y CORTE,,
,,103503001,SERVICIO CORTE PERFILES HIERRO,,
,,104,TABIQUERIA/TECHUMBRE/AISLACION,,
,,10401,ALAMBRES Y SEGURIDAD,,
,,1040101,ALAMBRES,,
,10003167,104010101,ALAMBRE NEGRO, Cuerdas/cadenas/cables (Fijaciones/sujeciones),
,10003167,104010102,ALAMBRE GALVANIZADO, Cuerdas/cadenas/cables (Fijaciones/sujeciones),
,10003167,104010103,GAVIONES, Cuerdas/cadenas/cables (Fijaciones/sujeciones),
,,1040102,SEGURIDAD,,
,10003285,104010201,ALAMBRE PUAS, Vallas con alambres normales/de espino,
,10003285,104010202,CONCERTINAS, Vallas con alambres normales/de espino,
,10005678,104010203,ACCESORIOS, Accesorios de vallado – Césped/jardín,
,,10402,MALLAS Y TELAS,,
,,1040201,MALLAS METALICAS,,
,10003281,104020101,MALLA ALAMBRE / ESLABONADA, Mallas/redes para vallas,
,10003281,104020102,MALLA EN DISPLAY, Mallas/redes para vallas,
,10003289,104020103,OTRAS MALLAS, Otras vallas para jardín/césped,
,,1040202,MALLAS TELA Y PLASTICAS,,
,10003281,104020201,MALLA PLASTICA, Mallas/redes para vallas,
,10003281,104020202,MALLA SOMBREADORA / MALLASOMBRA, Mallas/redes para vallas,
,10005678,104020203,ACCESORIOS, Accesorios de vallado – Césped/jardín,
,10003289,104020204,OTROS CERRAMIENTOS PLASTICOS, Otras vallas para jardín/césped,
,,10403,TECHUMBRE,,
,,1040301,CUBIERTA LARGA FIBROCEMENTO,,
,10002686,104030101,TECHO FIBROCEMENTO / LAMINA DE FIBROCEMENTO, Paneles/losas para techo,
,10003977,104030102,ACCESORIOS TECHO FIBROCEMENTO, Accesorios de techado,
,10003977,104030103,CANALETAS Y ACCESORIOS FIBROCEMENTO, Accesorios de techado,
,,1040302,CUBIERTA LARGA ZINC,,
,10002686,104030201,PLANCHAS ZNAL / LAMINA GALVANIZADA ACANALADA, Paneles/losas para techo,
,10002686,104030202,PLANCHAS ZNAL 5V / TRAPEZ, Paneles/losas para techo,
,10002686,104030203,PLANCHAS ZNAL LISAS / LAMINA GALVANIZADA LISA, Paneles/losas para techo,
,10002686,104030204,PLANCHAS ZNAL PINTADO / LAMINA GALVANIZADA PINTADA, Paneles/losas para techo,
,10003977,104030205,ACCESORIOS, Accesorios de techado,
,,1040303,CUBIERTA TERMOACUSTICA,,
,10002683,104030301,TEJA FOIL / LAMINA GALVANIZADA, Losas/pizarras para el techo/Techo,
,10002683,104030302,TEJA UPVC / LAMINA DE ACRILICO, Losas/pizarras para el techo/Techo,
,10003977,104030303,ACCESORIOS TEJA FOILD, Accesorios de techado,
,10003977,104030304,ACCESORIOS TEJA UPVC, Accesorios de techado,
,10002683,104030305,TEJA SANDWICH, Losas/pizarras para el techo/Techo,
,10003977,104030306,ACCESORIO TEJA SANDWICH, Accesorios de techado,
,,1040304,OTRAS CUBIERTAS LARGAS,,
,10002686,104030401,TECHO ASFALTICO LARGO, Paneles/losas para techo,
,10003977,104030402,ACC TECHO ASFALTICO, Accesorios de techado,
,10002686,104030403,TECHO POLIPROPILENO, Paneles/losas para techo,
,10003977,104030404,ACC TECHO POLIPROPILENO, Accesorios de techado,
,,1040305,BOBINAS,,
,10002689,104030501,BOBINAS ZINC, Rollos de molduras para techos/ventilación,
,10002689,104030502,BOBINAS GALVANIZADAS, Rollos de molduras para techos/ventilación,
,10002689,104030503,BOBINAS PREPINTADAS, Rollos de molduras para techos/ventilación,
,,1040306,CUBIERTAS CORTAS/TEJAS,,
,10002683,104030601,TEJAS ASFALTICAS, Losas/pizarras para el techo/Techo,
,10002683,104030602,TEJAS ARCILLA, Losas/pizarras para el techo/Techo,
,10002683,104030603,TEJAS CERAMICAS, Losas/pizarras para el techo/Techo,
,10002683,104030604,TEJAS METALICAS / GRAVILLADAS, Losas/pizarras para el techo/Techo,
,10002683,104030605,TEJAS HORMIGON, Losas/pizarras para el techo/Techo,
,10002683,104030606,OTRAS TEJAS CORTAS, Losas/pizarras para el techo/Techo,
,,1040307,CUBIERTAS POLICARBONATO / LAMINAS DE POLICARBONATO,,
,10002686,104030701,POLICARBONATO ALVEOLAR, Paneles/losas para techo,
,10002686,104030702,POLICARBONATO ONDULADO, Paneles/losas para techo,
,10003977,104030703,ACCESORIOS POLICARBONATO, Accesorios de techado,
,10002692,104030704,OTROS POLICARBONATOS, Techo – Otros,
,,1040308,OTRAS CUBIERTAS TRASLUCIDAS / LAMINAS TRANSLUCIDAS,,
,10002686,104030801,TRASLUCIDA FIBRO DE VIDRIO, Paneles/losas para techo,
,10002686,104030802,TRASLUCIDA PVC, Paneles/losas para techo,
,10003977,104030803,ACCESORIOS TRASLUCIDOS, Accesorios de techado,
,10002686,104030804,OTROS TRASLUCIDOS, Paneles/losas para techo,
,,1040309,CANALES Y BAJADAS DE AGUA,,
,10003977,104030901,CANALETAS Y BAJADAS PVC, Accesorios de techado,
,10003977,104030902,CANALETAS Y BAJADAS METALICAS, Accesorios de techado,
,,1040310,CUBIERTA / LAMINAS LARGA OTROS METALES,,
,10002686,104031001,TECHO GALVANIZADO ONDULADO, Paneles/losas para techo,
,10002686,104031002,TECHO GALVANIZADO 5V / TRAPEZ, Paneles/losas para techo,
,10002686,104031003,TECHO GALVANIZADO LISAS, Paneles/losas para techo,
,10002686,104031004,TECHO GALVANIZADO PINTADO, Paneles/losas para techo,
,10003977,104031005,ACCESORIOS, Accesorios de techado,
,,10404,TABIQUERIA,,
,,1040401,TABIQUERIA YESO CARTON,,
,10002540,104040101,PLANCHAS YESO CARTON / PANEL DE YESO, Tablero de yeso/cemento,
,10002540,104040102,PLANCHAS / PANEL YESO CARTON ESPECIALES, Tablero de yeso/cemento,
,,1040402,TABIQUERIA FIBROCEMENTO,,
,10002540,104040201,PLANCHAS FIBRO, Tablero de yeso/cemento,
,10002540,104040202,PLANCHAS FIBRO, Tablero de yeso/cemento,
,10002540,104040203,PREFABRICADOS FIBROCEMENTO, Tablero de yeso/cemento,
,,1040403,SIDING,,
,10002677,104040301,SIDING PVC / REVESTIMIENTO EXTERIOR PVC, Moldura exterior – Revestimiento,
,10002677,104040302,SIDING FIBRO CEMENTO / REVESTIMIENTO EXTERIOR, Moldura exterior – Revestimiento,
,10002677,104040303,ACCESORIOS SIDING, Moldura exterior – Revestimiento,
,,1040404,OTROS TABIQUES Y ACCESORIOS,,
,10003206,104040401,CINTAS, Cinta (hágalo usted mismo),
,10003208,104040402,PASTAS, Masilla,
,10003476,104040403,HERRAMIENTAS DRYWALL, Cuchillas para placas/espátulas,
,10002540,104040404,OTROS TABIQUES, Tablero de yeso/cemento,
,10002540,104040405,OTROS ACCESORIOS, Tablero de yeso/cemento,
,,10405,AISLACION Y CIELO RASO / PLAFON,,
,,1040501,CIELOS RASOS / PLAFON,,
,10002454,104050101,FIBRA MINERAL, Aislamiento – Guata/rollos/láminas,
,10002455,104050102,POLIESTIRENO EXP, Aislamiento – placa de espuma rígida (Interior),
,10005343,104050103,FIBROCEMENTO, Aislamiento – Tablero rígida (Exterior),
,10003980,104050104,YESO, Cubiertas para techos – Losas,
,10003980,104050105,POLICARBONATO, Cubiertas para techos – Losas,
,10003980,104050106,PVC, Cubiertas para techos – Losas,
,10002441,104050107,ACCESORIOS CIELOS RASOS, Revestimientos de pared/techo – Otros,
,10003980,104050108,OTROS MATERIALES, Cubiertas para techos – Losas,
,,1040502,AISLACION,,
,10002455,104050201,POLIESTIRENO EXP, Aislamiento – placa de espuma rígida (Interior),
,10002454,104050202,LANA VIDRIO / FIBRA DE VIDRIO, Aislamiento – Guata/rollos/láminas,
,10002454,104050203,LANA MINERAL, Aislamiento – Guata/rollos/láminas,
,10002687,104050204,LANA POLYESTER, Membranas para techo,
,10002454,104050205,FIELTROS ASFALTICOS, Aislamiento – Guata/rollos/láminas,
,10005342,104050206,MEMBRANA HIDROFUGA, Aislamiento – Protectores de barreras/losas radiantes de calor,
,10002687,104050207,POLIETILENO, Membranas para techo,
,10002460,104050208,OTROS AISLACION, Aislamiento – Otros,
,,10406,ESCALAS,,
,,1040601,ESCALA ARTICULADA / MULTIUSO,,
,10003821,104060101,ALUMINIO, Escaleras,
,10003821,104060102,FIBRA DE VIDRIO, Escaleras,
,,1040602,ESCALA TIPO TIJERA,,
,10003821,104060201,ALUMINIO, Escaleras,
,10003821,104060202,FIBRA DE VIDRIO, Escaleras,
,10003821,104060203,MADERA, Escaleras,
,10003821,104060204,ACERO, Escaleras,
,,1040603,ESCALA ARRIMO / EXTENSION,,
,10003821,104060301,ALUMINIO, Escaleras,
,10003821,104060302,FIBRA DE VIDRIO, Escaleras,
,10003821,104060303,MADERA, Escaleras,
,,1040604,ESCALA TIPO SILLA,,
,10003821,104060401,ALUMINIO, Escaleras,
,10003821,104060402,ACERO, Escaleras,
,,1040605,ANDAMIO,,
,10003473,104060501,ANDAMIO, Plataformas/andamios,
,,10450,INSTALACIONES Y VTA DIRECTA,,
,,1045007,PRODUCTO VENTA DIRECTA,,
,,104500701,VENTA DIRECTA R.CONJUNTA,,
,,1045010,INST TECHUMBRE,,
,,104501001,INST TECHUMBRE B3,,
,,104501002,INST TECHUMBRE VE,,
,,104501003,INST POLICARBONATO B3,,
,,1045011,INST PERGOLAS,,
,,104501101,INST PERGOLAS RTA,,
,,104501102,INST PERGOLAS MADERA B3,,
,,104501103,INST PERGOLAS MADERA VE,,
,,1045012,INST TABIQUERIA,,
,,104501201,INST TABIQUERIA,,
,,104501202, INST TABIQUERIA VE,,
,,104501203,INST TABIQUERIA B3,,
,,1045013,INST SIDING,,
,,104501301,INST SIDING B3,,
,,1045014,INST AISLANTE,,
,,104501401,INST AISLANTE CELULOSA B3,,
,,104501402,INST AISLANTE POLIURETANO B3,,
,,1045015,INST CIELO FALSO,,
,,104501501,INST CIELO FALSO,,
,,104501502, INST CIELO FALSO VE,,
,,105,OBRA GRUESA,,
,,10501,QUIMICOS DE CONSTRUCCION,,
,,1050101,ADITIVOS,,
,10003904,105010101,IMPERMEABILIZANTES, Asfalto/hormigón/albañilería – Otros,
,10003904,105010102,ACELERANTES, Asfalto/hormigón/albañilería – Otros,
,10003904,105010103,PLASTIFICANTES, Asfalto/hormigón/albañilería – Otros,
,10003904,105010104,ADHESIVOS, Asfalto/hormigón/albañilería – Otros,
,10003904,105010105,OTROS ADITIVOS, Asfalto/hormigón/albañilería – Otros,
,,1050102,CURADORES Y DECENCOFRANTES,,
,10003901,105010201,CURADORES, Agentes de arrastre de aire del hormigón,
,10003904,105010202,DESMOLDANTES, Asfalto/hormigón/albañilería – Otros,
,10003210,105010203,OTROS CURADORES Y DESMOLDANTES, Selladores/rellenadores/adhesivos – Otros,
,,1050103,IMPERMEABILIZANTES MUROS/CUBIERTAS,,
,10005657,105010301,IMPERMEABILIZANTES ACRILICOS, Conservantes,
,10005657,105010302,IMPERMEABILIZANTE ACUOSOS, Conservantes,
,10003904,105010303,OTROS IMPERMEABILIZANTES, Asfalto/hormigón/albañilería – Otros,
,10002454,105010304,REPELENTES AGUA Y LIMPIADORES, Aislamiento – Guata/rollos/láminas,
,10002454,105010305,MEMBRANAS ALFATICAS, Aislamiento – Guata/rollos/láminas,
,10002454,105010306,EMULSIONES ASFALTICAS, Aislamiento – Guata/rollos/láminas,
,10003898,105010307,ASFALTO, Creación de parches de asfalto/hormigón,
,10002454,105010308,TELAS ASFALTICAS Y REFUERZOS, Aislamiento – Guata/rollos/láminas,
,,1050104,RECUBRIMIENTOS Y PISOS,,
,10005657,105010401,TRATAMIENTOS SUPERFICIALES, Conservantes,
,10005657,105010402,ANTIPUTREFACTANTES, Conservantes,
,10002452,105010403,OTROS RECUBRIMIENTOS, Revestimiento para suelo – Otros,
,,1050105,ADHESIVOS Y EPOXICOS,,
,10003899,105010501,ANCLAJES, Agentes de adhesión del hormigón,
,10003899,105010502,PUENTE DE ADHERENCIA, Agentes de adhesión del hormigón,
,10003207,105010503,OTROS ADHESIVOS Y EPOXICOS, Pegamento/adhesivo,
,,1050106,SELLADORES Y MASILLAS,,
,10003205,105010601,SELLADORES, Rellenadores,
,10003208,105010602,MASILLAS, Masilla,
,,10502,LADRILLOS ARCILLA,,
,,1050201,LADRILLOS ARTESANALES,,
,10002525,105020101,LADRILLO COMUN, Ladrillo/bloque,
,10002525,105020102,LADRILLO ESPECIAL, Ladrillo/bloque,
,10002525,105020103,LADRILLO FACHADA, Ladrillo/bloque,
,,1050202,LADRILLOS INDUSTRIALES,,
,10002525,105020201,LADRILLO INDUSTRIAL, Ladrillo/bloque,
,10002525,105020202,LADRILLO ENCHAPE / FACHADA, Ladrillo/bloque,
,10002525,105020203,LADRILLO TECHO ARCILLA, Ladrillo/bloque,
,10002525,105020204,LADRILLO TECHO POLIESTIRENO /BOBEDILLA, Ladrillo/bloque,
,10002525,105020205,LADRILLO REFRACTARIO, Ladrillo/bloque,
,,10503,BLOQUES Y PASTELONES DE CEMENTO,,
,,1050301,BLOQUES,,
,10002525,105030101,BLOQUE CEMENTO/BLOCK DE CONCRETO, Ladrillo/bloque,
,10002525,105030102,BLOQUE CEMENTO/BLOCK CONCRETO DECORATIVO, Ladrillo/bloque,
,10002525,105030103,BLOQUES DE HORMIGON CELULAR, Ladrillo/bloque,
,,1050302,PASTELONES Y ADOQUINES,,
,10002452,105030201,PASTELONES LISOS / ADOCRETO, Revestimiento para suelo – Otros,
,10002452,105030202,PASTELONES DECORATIVOS / ADOCRETO, Revestimiento para suelo – Otros,
,10002518,105030203,ADOQUINES, Piedra – Pavimentos de piedra,
,10002444,105030204,ACCESORIOS, Accesorios de revestimiento para suelo,
,,1050303,POSTES Y APOYOS,,
,10002530,105030301,POSTES Y APOYOS, Columnas (Estructurales),
,,1050304,LOSAS Y VIGUETAS,,
,10003980,105030401,LOSAS Y VIGUETAS, Cubiertas para techos – Losas,
,,10504,ARIDOS Y AGLOMERANTES,,
,,1050401,CEMENTO,,
,10002526,105040101,CEMENTO GRIS, Cemento,
,10002526,105040102,CEMENTO BLANCO, Cemento,
,10002526,105040103,OTROS CEMENTOS, Cemento,
,10002526,105040104,CEMENTO GRANEL, Cemento,
,10002527,105040105,HORMIGON / CONCRETO PREMEZCLADO, Estuco,
,,1050402,TIERRAS DE COLOR,,
,10003900,105040201,TIERRAS DE COLOR, Agente de coloración/tinte del hormigón,
,,1050403,CALES,,
,10002529,105040301,CALES HIDRAULICAS, Cal (hágalo usted mismo),
,10002529,105040302,OTRAS CALES, Cal (hágalo usted mismo),
,,1050404,YESOS,,
,10003896,105040401,YESO, Yeso de París (Agente),
,10003896,105040402,YESO PARA PROYECTAR, Yeso de París (Agente),
,,1050405,MEZCLAS PREDOSIFICADAS,,
,10003902,105040501,HORMIGON / CONCRETO SECO, Mezclas de morteros,
,10003902,105040502,ESTUCOS, Mezclas de morteros,
,10003902,105040503,PISO, Mezclas de morteros,
,10003902,105040504,ANCLAJES, Mezclas de morteros,
,10003904,105040505,OTRAS MEZCLAS PREDOSIFICADAS, Asfalto/hormigón/albañilería – Otros,
,,1050406,ARENAS Y GRAVAS A GRANEL,,
,10002521,105040601,GRAVILLA, Conglomerado,
,10003897,105040602,ARENA GRUESA, Arena (hágalo usted mismo),
,10003897,105040603,ARENA FINA, Arena (hágalo usted mismo),
,10002521,105040604,OTRAS MEZCLAS, Conglomerado,
,,1050407,ARENAS Y GRAVAS ENSACADOS,,
,10002521,105040701,GRAVILLA, Conglomerado,
,10003897,105040702,ARENA GRUESA, Arena (hágalo usted mismo),
,10003897,105040703,ARENA FINA, Arena (hágalo usted mismo),
,10002521,105040704,OTRAS MEZCLAS, Conglomerado,
,,10550,INSTALACIONES Y VTA DIRECTA,,
,,1055007,PRODUCTO VENTA DIRECTA,,
,,105500701,VENTA DIRECTA R. CONJUNTA,,
,,1055010,INST OBRA GRUESA,,
,,105501001,INST HORMIGON CELULAR,,
,,105501002,INST IMPERMEABILIZANTES,,
,,1055011,INST PASTELONES/BALDOSAS,,
,,105501101,INST PASTELONES,,
,,105501102,INST ADOQUINES,,
,,105501103,INST BALDOSAS,,
,,105501104, INST PASTELONES/BALDOSAS VE,,
,,2,FERRETERIA,,
,,206,PLOMERIA / GASFITERIA,,
,,20601,TUBOS / FITTINGS Y CONEXIONES COBRE,,
,,2060101,CANERIAS / TUBERIAS DE COBRE,,
,10004054,206010101,TIPO K, Cañerías/Tuberías,
,10004054,206010102,TIPO L 3/8, Cañerías/Tuberías,
,10004054,206010103,TIPO L 1/2, Cañerías/Tuberías,
,10004054,206010104,TIPO L 3/4, Cañerías/Tuberías,
,10004054,206010105,TIPO L OTRAS, Cañerías/Tuberías,
,10004054,206010106,TIPO M, Cañerías/Tuberías,
,10004054,206010107,TIPO M 3/8, Cañerías/Tuberías,
,10004054,206010108,TIPO M 1/2, Cañerías/Tuberías,
,10004054,206010109,TIPO M 3/4, Cañerías/Tuberías,
,10004054,206010110,TIPO M OTRAS, Cañerías/Tuberías,
,10004054,206010111,TUBERIA FLEXIBLES DE COBRE, Cañerías/Tuberías,
,10004054,206010112,AISLACION, Cañerías/Tuberías,
,10004054,206010113,TERMOCANERIAS, Cañerías/Tuberías,
,10003173,206010114,TIPO N, Tubos,
,10003173,206010115,TIPO N 3/8, Tubos,
,10003173,206010116,TIPO N 1/2, Tubos,
,10003173,206010117,TIPO N 3/4, Tubos,
,10003173,206010118,TIPO N OTRAS, Tubos,
,,2060102,FITTINGS BRONCE Y COBRE,,
,10004024,206010201,FITTINGS / CONEXIONES BRONCE 3/8, Válvulas/acoplamientos – Agua,
,10004024,206010202,FITTINGS / CONEXIONES BRONCE 1/2, Válvulas/acoplamientos – Agua,
,10004024,206010203,FITTINGS / CONEXIONES BRONCE 3/4, Válvulas/acoplamientos – Agua,
,10004024,206010207,FITTINGS / CONEXIONES COBRE 3/4, Válvulas/acoplamientos – Agua,
,10004024,206010204,OTROS FITTINGS / CONEXIONES DE BRONCE, Válvulas/acoplamientos – Agua,
,10004024,206010205,FITTINGS / CONEXIONES COBRE 3/8, Válvulas/acoplamientos – Agua,
,10004024,206010206,FITTINGS / CONEXIONES COBRE 1/2, Válvulas/acoplamientos – Agua,
,10004024,206010208,OTROS FITTINGS / CONEXIONES DE COBRE, Válvulas/acoplamientos – Agua,
,10004024,206010209,FORJADOS, Válvulas/acoplamientos – Agua,
,10004057,206010210,ACCESORIOS GALVANIZADOS, Cañerías – Accesorios/Piezas de repuesto,
,10004057,206010211,ACCESORIOS POLIPROPILENO, Cañerías – Accesorios/Piezas de repuesto,
,10004057,206010212,OTROS ACCESORIOS, Cañerías – Accesorios/Piezas de repuesto,
,,20602,TUBOS / FITTINGS Y CONEXIONES PVC,,
,,2060201,TUBOS SANITARIOS,,
,10004054,206020101,TUBOS PVC SANITARIO, Cañerías/Tuberías,
,10004054,206020102,TUBOS PVC SANITARIO JUNTA ELASTICA, Cañerías/Tuberías,
,10004054,206020103, TUBOS PVC SANITARIOS ECO, Cañerías/Tuberías,
,10004054,206020104, TUBOS PVC VENTILACION, Cañerías/Tuberías,
,,2060202,FITTINGS / CONEXIONES SANITARIOS,,
,10004024,206020201,FITTINGS / CONEXIONES PVC SANITARIOS, Válvulas/acoplamientos – Agua,
,10004024,206020202,FITTINGS / CONEXIONES PVC SANITARIO JUNTA ELASTICA, Válvulas/acoplamientos – Agua,
,10004024,206020203,PILETAS DE PVC, Válvulas/acoplamientos – Agua,
,10004024,206020204,FITTINGS / CONEXIONES PVC SANITARIOS ECO, Válvulas/acoplamientos – Agua,
,,2060203,TUBOS HIDRAULICOS/ PRESION,,
,10004054,206020301,TUBOS PVC HIDRAULICO, Cañerías/Tuberías,
,10004054,206020302, TUBOS PVC HIDRAULICO ECO, Cañerías/Tuberías,
,,2060204,FITTINGS / CONEXIONES HIDRAULICO/PRESION,,
,10004024,206020401,FITTINGS / CONEXIONES PVC HIDRAULICO, Válvulas/acoplamientos – Agua,
,,20603,OTROS TUBOS Y FITTINGS,,
,,2060301,GALVANIZADO,,
,10004054,206030101,TUBOS GALVANIZADO, Cañerías/Tuberías,
,10004024,206030102,FITTINGS / CONEXIONES GALVANIZADO, Válvulas/acoplamientos – Agua,
,,2060302,EPOXY / EPOXICO,,
,10004054,206030201,TUBOS EPOXY / EPOXICO, Cañerías/Tuberías,
,10004024,206030202,FITTINGS / CONEXIONES EPOXY, Válvulas/acoplamientos – Agua,
,,2060303,POLIETILENO,,
,10004054,206030301,TUBOS POLIETILENO, Cañerías/Tuberías,
,10004024,206030302,FITTINGS POLIETILENO, Válvulas/acoplamientos – Agua,
,,2060304,TERMOFUSION,,
